200,Morgan St.,MEAC,17-15,0.4002,97.6,220,101.5,173,67,122,-0.042,280,0.3019,329,94.3,339,102.4,227,0.5432,122
201,Bowling Green,MAC,13-19,0.3997,95,264,98.9,131,64.5,238,-0.091,330,0.4433,199,99.8,206,102.1,213,0.4093,277
202,Cal St. Fullerton,BW,14-18,0.3997,104.5,114,108.8,297,69.1,42,-0.097,334,0.4445,196,100.3,178,102.5,232,0.4499,242
203,Jacksonville St.,OVC,17-11,0.3996,100.9,165,105,246,62.7,295,+.087,17,0.3964,247,98.6,259,102.7,240,0.388,292
204,Youngstown St.,Horz,17-15,0.3988,99.8,182,103.9,221,67.8,87,+.034,89,0.4978,148,100.3,180,100.4,130,0.4797,202
205,South Carolina Upstate,ASun,16-17,0.3964,100.3,175,104.5,237,66.4,143,-0.076,322,0.3738,272,98.4,264,103.5,275,0.5724,96
206,Oakland,Sum,16-16,0.3954,104.4,116,108.8,300,69.4,32,+.047,56,0.5163,139,102,126,101.4,176,0.7651,2
207,Elon,SC,21-11,0.3894,97.9,214,102.3,192,65.7,178,+.053,45,0.3344,307,98,287,104.8,324,0.5451,120
208,Mount St. Mary's,NEC,18-14,0.3889,100.3,174,104.8,244,67.3,106,+.117,4,0.4237,224,100.6,165,103.6,282,0.6117,60
209,Missouri St.,MVC,11/22/2013,0.388,99.5,186,104.1,229,60.9,328,+.023,117,0.6527,69,103.7,78,97.5,56,0.5267,143
210,UC Santa Barbara,BW,11/20/2013,0.386,96.7,239,101.2,169,64.1,259,-0.04,276,0.5483,120,102.8,102,100.8,151,0.729,7
211,NC Asheville,BSth,16-16,0.3826,99.2,192,104,224,69.3,38,-0.076,323,0.3984,245,99.3,228,103.4,266,0.6605,26
212,UC Davis,BW,14-17,0.3796,102.1,145,107.1,272,67.3,109,-0.009,211,0.4389,204,100.8,151,103.3,263,0.4286,258
213,High Point,BSth,17-13,0.3776,98.1,210,103,205,65.4,194,-0.053,302,0.2824,336,97.3,310,106.6,347,0.3941,289
214,South Carolina,SEC,14-18,0.3757,99,195,104,226,66.4,149,+.028,103,0.5276,131,99.9,198,98.8,91,0.252,343
215,William & Mary,CAA,13-17,0.3712,104.8,108,110.4,313,63.4,276,-0.064,311,0.4126,231,98.3,268,101.8,197,0.4693,216
216,Loyola Marymount,WCC,11/23/2013,0.3685,95.1,261,100.3,158,64.7,229,-0.016,228,0.6011,97,103.9,70,99.8,117,0.4607,226
217,Cal St. Northridge,BW,14-17,0.3667,101.5,153,107.1,270,70.7,14,-0.018,230,0.4582,180,100.5,167,102.2,217,0.4893,189
218,Southeast Missouri St.,OVC,17-16,0.3611,102.4,142,108.3,292,68.9,48,-0.033,264,0.3282,313,98,283,105.1,331,0.3339,320
219,Savannah St.,MEAC,19-14,0.3592,85.9,337,90.9,29,63.3,279,+.060,36,0.3804,263,96.3,322,101,158,0.6867,15
220,Pepperdine,WCC,12/18/2013,0.3568,96.8,236,102.5,199,63.9,264,+.026,107,0.5458,122,102.5,113,100.7,142,0.3691,304
221,Seattle,WAC,8/22/2013,0.3561,92.1,298,97.6,111,69,43,-0.174,347,0.4636,176,100.4,171,101.9,200,0.3774,297
222,Marshall,CUSA,13-19,0.3534,98.9,197,104.9,245,68,79,-0.009,212,0.5079,143,101.4,140,101,161,0.416,267
223,Hartford,AE,17-13,0.3512,91.9,300,97.6,110,64.2,253,+.088,15,0.3759,268,98.1,282,103,253,0.4156,268
224,Norfolk St.,MEAC,21-11,0.3498,93,289,98.8,130,68.6,56,+.121,2,0.3079,325,95.9,325,103.8,296,0.5007,176
225,St. Francis NY,NEC,12/18/2013,0.348,100.8,168,107.2,273,66.2,157,-0.068,314,0.4022,242,99.6,209,103.5,278,0.5816,86
226,North Carolina A&T,MEAC,19-16,0.3461,89.6,317,95.3,81,66.8,127,+.017,139,0.3051,328,94.9,333,102.9,247,0.4691,217
227,Morehead St.,OVC,15-18,0.3424,97.8,216,104.2,231,69.4,31,+.033,92,0.4883,156,101.8,132,102.3,222,0.6271,47
228,Brown,Ivy,13-15,0.3412,93.8,280,100.1,153,64.8,221,+.041,70,0.4348,208,100.1,186,102.7,243,0.4501,241
229,Arkansas Little Rock,SB,17-15,0.3378,94.3,274,100.7,160,68.2,70,+.060,35,0.4114,233,97.9,288,101.4,178,0.4489,245
230,Coastal Carolina,BSth,14-15,0.3346,95.5,256,102.1,188,65.1,209,-0.075,321,0.3485,297,98.2,277,104.4,315,0.5698,99
231,Louisiana Lafayette,SB,13-20,0.3345,98.6,203,105.5,256,69.9,27,-0.048,292,0.4465,194,99.1,233,101.2,171,0.516,157
232,Sam Houston St.,Slnd,17-17,0.3322,91.7,302,98.2,122,62.5,298,-0.019,233,0.358,291,98.3,271,104,303,0.5477,118
233,Florida Atlantic,SB,14-18,0.3258,97.1,229,104.2,232,65.2,203,+.011,153,0.4322,212,98.6,257,101.3,173,0.5287,139
234,Texas St.,WAC,12/22/2013,0.325,99.8,181,107.2,274,71.7,5,+.008,160,0.4729,169,99.4,225,100.5,134,0.3445,316
235,Stetson,ASun,15-16,0.3168,98.1,211,105.7,260,68.8,49,+.016,142,0.3597,289,98.1,281,103.8,293,0.5571,107
236,Marist,MAAC,10/21/2013,0.3151,96.7,238,104.3,235,68.3,68,-0.052,300,0.4855,159,99.8,205,100.4,131,0.5121,162
237,Holy Cross,Pat,12/18/2013,0.3139,96.8,237,104.4,236,63.2,284,+.002,177,0.4522,188,100,193,101.9,202,0.4557,233
238,Central Michigan,MAC,11/20/2013,0.3129,103.4,130,111.7,325,65.6,185,+.000,186,0.4799,163,99.3,226,100.1,124,0.5576,106
239,Western Carolina,SC,14-19,0.3123,99.8,183,107.8,284,66.4,152,-0.032,260,0.384,260,98.8,247,103.5,273,0.6027,69
240,IUPU Fort Wayne,Sum,16-17,0.3102,96.9,234,104.7,240,65.9,176,+.021,124,0.3605,287,99,237,104.7,321,0.3739,299
241,Cal St. Bakersfield,ind,14-16,0.3088,95.3,259,103.1,207,66.3,156,+.006,166,0.4661,175,100.3,177,101.7,195,0.4661,218
242,Eastern Michigan,MAC,16-18,0.3048,90.3,308,97.9,118,60.5,337,+.017,138,0.4563,183,100.3,181,102,207,0.5759,91
243,Texas San Antonio,WAC,10/22/2013,0.3007,98.4,205,106.9,269,64,261,-0.046,288,0.4908,155,99.9,200,100.2,126,0.4217,262
244,Pennsylvania,Ivy,9/22/2013,0.2988,92.8,293,100.8,162,68.2,71,-0.008,210,0.494,151,100.7,155,101,155,0.5498,114
245,Northern Colorado,BSky,13-18,0.2985,100.2,176,108.9,301,66.1,162,-0.051,298,0.3619,285,99,235,104.7,320,0.7279,8
246,Duquesne,A10,8/22/2013,0.298,97.6,221,106.1,262,69.2,40,+.022,120,0.6228,82,103.5,84,98.6,83,0.5109,165
247,Texas Tech,B12,11/20/2013,0.2938,96.7,240,105.3,252,67.6,96,+.024,114,0.5738,115,102.1,122,99.2,105,0.1601,346
248,Miami OH,MAC,9/22/2013,0.2938,96.1,245,104.7,239,65.2,204,-0.066,312,0.5321,128,100.9,149,99.6,113,0.5839,82
249,North Texas,SB,12/20/2013,0.287,95.2,260,104,228,66.6,136,-0.024,244,0.4145,228,98.3,272,101.6,192,0.4559,232
250,Northern Kentucky,ASun,11/16/2013,0.2854,95,265,103.9,222,59.6,344,-0.033,266,0.348,299,97.6,298,103.7,291,0.5231,153
251,Liberty,BSth,15-20,0.2841,99.6,184,109,303,65.9,171,-0.023,241,0.3483,298,98.1,280,104.3,313,0.5136,159
252,Fordham,A10,7/24/2013,0.2817,97.2,226,106.5,266,68.7,55,+.027,106,0.6816,42,104.4,49,96.9,40,0.6411,39
253,Ball St.,MAC,15-15,0.2783,97.2,227,106.7,267,66.3,155,+.080,21,0.3902,254,98.5,262,102.8,246,0.3572,307
254,Appalachian St.,SC,15-16,0.2753,96.8,235,106.4,264,67.6,95,+.010,159,0.3226,317,98.4,266,105.8,340,0.4017,285
255,Wofford,SC,13-19,0.275,86.7,336,95.3,80,63.7,270,-0.059,307,0.3804,262,98.8,249,103.6,280,0.587,78
256,North Dakota,BSky,16-16,0.2745,94.4,272,103.8,219,67.4,101,+.045,64,0.3365,305,98.7,255,105.5,337,0.5832,83
257,Mississippi St.,SEC,10/22/2013,0.2738,90.2,312,99.2,139,68.1,76,-0.011,216,0.6188,85,103.1,96,98.3,76,0.3525,311
258,South Dakota,Sum,10/20/2013,0.2715,101.5,152,111.8,326,67.4,102,-0.083,326,0.458,181,100.6,166,102.2,221,0.6479,35
259,Maine,AE,11/19/2013,0.2696,95.1,263,104.8,242,69.3,39,+.019,129,0.425,220,98.2,275,101.2,169,0.4761,210
260,Central Connecticut,NEC,13-17,0.2642,98.8,199,109.2,305,70.2,25,+.056,41,0.4145,229,99.6,210,103,251,0.5704,98
261,Portland,WCC,11/21/2013,0.2593,92.2,297,102.2,189,65.3,200,+.036,86,0.6,98,103.8,73,99.8,115,0.4998,177
262,North Florida,ASun,13-19,0.2578,97.5,222,108.1,290,66.1,160,-0.01,215,0.4351,207,99.3,229,101.8,198,0.6794,22
263,Cleveland St.,Horz,14-18,0.2548,96.9,232,107.6,283,65.1,211,+.033,93,0.5309,129,101.7,134,100.5,135,0.524,150
264,Old Dominion,CAA,5/25/2013,0.2512,96.9,233,107.8,285,67.2,114,-0.113,339,0.4327,211,100.4,174,103.1,258,0.4619,223
265,Cornell,Ivy,13-18,0.25,97,231,107.9,286,67.6,97,+.028,102,0.4593,178,99.8,202,101.4,181,0.4789,206
266,Texas Christian,B12,11/21/2013,0.2495,91.7,303,102.1,186,61.3,322,+.090,12,0.5926,102,102.7,106,99,98,0.2467,344
267,NJ Inst of Technology,GWC,16-13,0.2478,92.4,296,103,206,67.2,111,-0.047,289,0.2444,344,93.4,344,104.3,312,0.3085,332
268,Eastern Illinois,OVC,11/21/2013,0.2476,97.7,217,108.9,302,59.9,343,-0.033,265,0.3635,281,97.7,294,103.2,260,0.4093,276
269,Dartmouth,Ivy,9/19/2013,0.2464,94.7,268,105.6,258,64.4,241,-0.008,207,0.4434,198,100,191,102.3,223,0.4504,240
270,Colgate,Pat,11/21/2013,0.2442,94.4,273,105.4,254,67.1,119,+.001,181,0.4673,173,100.2,182,101.5,182,0.4644,220
271,Sacred Heart,NEC,9/20/2013,0.2391,98.2,209,109.9,310,68.4,62,+.007,163,0.4358,206,100.9,146,103.5,274,0.6356,43
272,American,Pat,10/20/2013,0.2338,95.3,258,107.1,271,60.1,341,+.004,171,0.459,179,99.7,208,101.3,174,0.4554,234
273,Troy,SB,12/21/2013,0.2333,96.6,241,108.5,294,60.9,327,+.005,168,0.3665,278,97.1,314,102.4,230,0.2864,337
274,New Hampshire,AE,9/20/2013,0.2315,90.2,310,101.4,171,63.7,269,-0.054,304,0.4234,225,98.6,258,101.6,190,0.4794,204
275,Tennessee Tech,OVC,12/17/2013,0.2295,93.6,283,105.4,253,65.7,183,+.037,82,0.4279,217,100.1,190,103,250,0.4314,256
276,Winthrop,BSth,14-17,0.2294,93,290,104.7,241,61.1,326,+.037,85,0.3767,265,97.5,304,102.4,229,0.6001,71
277,Bethune Cookman,MEAC,14-20,0.2286,95.9,249,107.9,287,66.6,138,-0.029,256,0.3361,306,95.6,327,102.2,219,0.5458,119
278,Hampton,MEAC,14-17,0.2257,87.4,331,98.5,126,70.1,26,+.031,97,0.2682,341,94,341,103.6,284,0.3775,296
279,NC Greensboro,SC,9/22/2013,0.2178,94.9,266,107.5,282,71.6,6,-0.152,346,0.3281,314,97.6,295,104.7,319,0.5263,145
280,Southeastern Louisiana,Slnd,13-18,0.2134,93.7,282,106.4,265,66.4,150,+.046,58,0.4223,226,98.5,263,101.5,185,0.734,6
281,Georgia Southern,SC,14-19,0.2133,93.9,278,106.7,268,62.6,296,+.011,154,0.3605,288,97.9,290,103.5,276,0.4782,207
282,St. Peter's,MAAC,9/21/2013,0.2123,91.2,304,103.7,216,63.7,271,+.061,33,0.4373,205,99.6,211,102.1,214,0.3272,324
283,Samford,SC,11/21/2013,0.2086,95.5,255,108.8,299,60.2,340,-0.008,204,0.3744,271,98,284,103.1,256,0.607,67
284,Virginia Military Inst,BSth,14-17,0.2037,99.4,189,113.5,337,71.1,8,-0.023,243,0.3122,323,97.3,311,105.1,328,0.4795,203
285,Sacramento St.,BSky,14-15,0.2021,93.8,281,107.3,276,62.5,300,+.050,50,0.2968,331,97.6,300,106.1,342,0.4358,253
286,Arkansas Pine Bluff,SWAC,16-14,0.2002,89.4,319,102.3,193,68.2,72,+.116,5,0.2863,334,95.1,330,103.9,299,0.698,12
287,NC Wilmington,CAA,10/20/2013,0.1978,94.4,271,108.3,291,66.7,131,+.022,121,0.4459,195,99.9,199,102,210,0.5265,144
288,Delaware St.,MEAC,15-18,0.1935,94.7,269,108.8,298,60.9,329,+.053,46,0.3496,296,94.9,334,100.8,149,0.6433,36
289,Nicholls St.,Slnd,9/21/2013,0.1917,96,248,110.4,316,67.2,116,-0.024,245,0.3737,273,98,285,103.1,259,0.5728,95
290,Chicago St.,GWC,11/21/2013,0.1908,89.1,322,102.5,200,66.7,133,-0.081,324,0.3814,261,99,240,103.7,290,0.5482,117
291,Jacksonville,ASun,14-18,0.19,93.3,286,107.4,280,69,44,+.068,27,0.363,282,97.8,291,103.3,264,0.5065,170
292,Radford,BSth,13-19,0.1895,89.3,320,102.9,203,67.2,113,+.007,162,0.3071,326,97.6,299,105.6,339,0.4239,261
293,Eastern Washington,BSky,10/21/2013,0.1887,94.9,267,109.4,308,68.5,60,+.000,184,0.332,309,98.9,243,105.9,341,0.4887,192
294,Utah Valley,GWC,14-18,0.1881,96.4,243,111.2,320,64.5,237,-0.005,199,0.3179,321,95.7,326,103.1,255,0.4088,278
295,Siena,MAAC,8/24/2013,0.185,92.8,291,107.3,277,64.4,240,+.021,125,0.477,165,100.1,184,101,162,0.4381,252
296,Campbell,BSth,13-20,0.183,95.4,257,110.4,315,66.4,146,+.014,146,0.3432,301,97.8,293,104.2,307,0.5364,130
297,Wisconsin Milwaukee,Horz,8/24/2013,0.1791,92.6,295,107.4,279,66,167,-0.004,196,0.5226,135,100.8,153,99.9,118,0.4741,212
298,Montana St.,BSky,13-17,0.1764,98.1,212,114,338,65.6,184,+.032,95,0.2856,335,97.1,315,106.1,343,0.3691,305
299,Austin Peay,OVC,8/23/2013,0.1746,95.6,254,111.3,321,69.2,41,-0.071,319,0.392,251,99.5,219,103.8,297,0.4613,224
300,Central Arkansas,Slnd,13-17,0.1744,96.1,246,111.8,327,72.8,3,+.045,61,0.3141,322,95.9,324,103.5,277,0.3855,293
301,Chattanooga,SC,13-19,0.174,95.7,251,111.5,323,67.7,89,+.017,136,0.3307,310,97.8,292,104.7,322,0.4552,235
302,Hofstra,CAA,7/25/2013,0.1717,86.8,334,101.1,168,64.5,236,-0.025,246,0.4514,189,100.6,163,102.5,234,0.499,178
303,Portland St.,BSky,8/20/2013,0.1698,100.5,172,117.4,345,65.2,202,-0.103,336,0.3271,315,97.1,313,104.2,308,0.5971,72
304,Lipscomb,ASun,12/18/2013,0.168,94.2,275,110.1,312,70.6,15,+.053,47,0.4079,236,99.1,232,102.8,244,0.6123,58
305,MD Baltimore County,AE,8/23/2013,0.1666,92.8,292,108.6,295,67.5,99,-0.01,214,0.4243,223,98.1,278,101.1,165,0.4643,221
306,Southern Utah,BSky,11/20/2013,0.1654,89.9,316,105.3,250,69.3,36,-0.001,191,0.3531,294,99.4,223,105.5,336,0.6333,45
307,Texas A&M Corpus Chris,Slnd,6/23/2013,0.1648,93.9,277,110.1,311,61.9,312,-0.04,277,0.4119,232,99.2,231,102.7,241,0.6599,27
308,SIU Edwardsville,OVC,9/18/2013,0.1648,90,314,105.4,255,66,164,-0.008,208,0.3866,258,98.9,242,103.5,271,0.4793,205
309,McNeese St.,Slnd,14-17,0.1637,93.3,287,109.4,307,64.2,255,+.088,14,0.3765,266,98.2,274,103.2,261,0.6609,25
310,Northern Arizona,BSky,11/21/2013,0.1626,92.7,294,108.7,296,68.2,69,+.040,74,0.3978,246,99.5,217,103.6,281,0.6558,29
311,UC Riverside,BW,6/25/2013,0.1536,86.7,335,102.4,196,63.1,286,-0.071,320,0.4711,172,102.2,120,103.3,265,0.4768,209
312,Monmouth,NEC,10/21/2013,0.1517,88.9,324,105.1,248,69.5,30,+.018,132,0.3995,244,99.8,207,103.8,295,0.5387,127
313,San Jose St.,WAC,9/20/2013,0.1494,87.5,330,103.7,217,67.1,117,+.021,126,0.4842,160,101,145,101.6,193,0.3546,310
314,Texas Pan American,GWC,16-16,0.1439,90.3,309,107.5,281,63.9,265,+.087,16,0.2702,339,94.7,336,104.3,314,0.3123,329
315,Coppin St.,MEAC,8/24/2013,0.1434,90.2,311,107.3,278,68.3,67,-0.038,274,0.4113,234,96.6,319,100,120,0.6852,17
316,Jackson St.,SWAC,11/18/2013,0.1434,91.8,301,109.3,306,68,78,-0.015,226,0.2502,343,93.9,342,104.5,318,0.7371,5
317,Navy,Pat,8/23/2013,0.1372,87.2,332,104.3,233,60.8,333,-0.049,295,0.391,253,98.5,260,102.9,248,0.2901,335
318,Nebraska Omaha,Sum,11/20/2013,0.1332,97.7,219,117.3,342,72.8,2,+.094,11,0.4145,230,99.3,227,102.7,239,0.49,187
319,Missouri Kansas City,Sum,8/24/2013,0.1325,89.9,315,108,289,64.9,218,-0.022,238,0.4488,192,100.7,157,102.7,242,0.5409,124
320,Rice,CUSA,5/26/2013,0.1323,93.4,284,112.3,331,63,290,-0.032,261,0.4762,167,100.6,164,101.5,186,0.3749,298
321,East Tennessee St.,ASun,10/22/2013,0.1191,90.8,307,110.4,314,65.3,198,+.063,29,0.4429,200,100.1,185,102.4,228,0.6816,21
322,Idaho St.,BSky,6/24/2013,0.1175,89.1,323,108.4,293,60.9,330,-0.117,340,0.3623,284,99.5,216,105.2,332,0.6046,68
323,Houston Baptist,GWC,14-17,0.1164,85,340,103.6,213,68.4,65,+.072,23,0.2764,337,94.7,335,104,301,0.3318,321
324,Northern Illinois,MAC,5/25/2013,0.115,83.2,343,101.5,174,62,308,-0.053,301,0.4527,187,100.1,188,102,208,0.4694,215
325,Florida A&M,MEAC,8/23/2013,0.1099,88,328,107.9,288,68.8,50,+.000,183,0.3498,295,95.5,328,101.4,180,0.5292,138
326,St. Francis PA,NEC,5/24/2013,0.1085,91.2,305,112,329,63.3,281,+.034,90,0.3999,243,100.7,158,104.7,323,0.5683,100
327,Alcorn St.,SWAC,10/24/2013,0.1039,83.3,342,102.7,202,68.2,75,-0.045,286,0.312,324,96.4,321,104.1,306,0.7234,9
328,Louisiana Monroe,SB,4/23/2013,0.1035,89.5,318,110.4,317,66.2,159,-0.027,253,0.4716,171,99,238,100.1,123,0.6107,63
329,Prairie View A&M,SWAC,15-19,0.0995,85.5,338,106,261,66.8,130,+.026,109,0.2189,346,93.1,346,105.4,335,0.5149,158
330,Tennessee Martin,OVC,9/21/2013,0.095,90.9,306,113.3,334,68.4,61,+.071,24,0.3896,255,99.2,230,103.7,286,0.4431,251
331,The Citadel,SC,8/22/2013,0.0934,95.1,262,118.7,346,65.4,195,-0.005,201,0.3408,303,97.6,296,104.1,304,0.4607,225
332,Kennesaw St.,ASun,3/27/2013,0.0931,89.2,321,111.4,322,64.8,224,+.004,169,0.3713,275,98.6,256,103.8,298,0.483,199
333,Howard,MEAC,7/24/2013,0.0893,80.8,346,101.4,170,62.4,302,-0.044,284,0.3627,283,97,316,102.5,231,0.6488,33
334,IUPUI,Sum,6/26/2013,0.0876,93.4,285,117.3,343,65.4,192,-0.054,305,0.44,201,100.6,159,103,254,0.5053,174
335,Longwood,BSth,8/25/2013,0.0874,92,299,115.7,341,70.7,13,-0.004,197,0.3669,277,98.9,244,104.3,311,0.5334,133
336,Presbyterian,BSth,8/24/2013,0.0861,93.2,288,117.3,344,62.3,305,+.010,158,0.3759,269,98.4,267,103.4,268,0.5135,160
337,Alabama St.,SWAC,10/22/2013,0.081,88.5,325,112.2,330,66.5,142,+.006,165,0.2623,342,93.8,343,103.8,292,0.6096,64
338,Alabama A&M,SWAC,11/20/2013,0.08,88.2,327,111.9,328,66.1,161,-0.004,198,0.2302,345,93.2,345,104.8,326,0.656,28
339,Fairleigh Dickinson,NEC,7/24/2013,0.077,90.1,313,114.8,340,68.8,52,+.028,100,0.3959,248,99.6,214,103.7,289,0.4965,181
340,South Carolina St.,MEAC,6/24/2013,0.0678,87.9,329,113.5,335,65.2,206,-0.015,227,0.3664,279,94.9,332,100.1,125,0.5393,125
341,Furman,SC,7/24/2013,0.0649,88.5,326,114.8,339,64.6,230,-0.008,205,0.3439,300,97.5,306,103.8,294,0.4472,249
342,Mississippi Valley St.,SWAC,5/23/2013,0.0635,86.8,333,112.8,332,70.8,11,-0.071,316,0.2745,338,94.3,340,103.7,288,0.6841,18
343,Binghamton,AE,3/27/2013,0.0557,82.8,344,109.2,304,66.4,145,-0.018,231,0.4299,215,98.4,265,101.1,167,0.4064,282
344,Maryland Eastern Shore,MEAC,2/26/2013,0.0527,85.2,339,113,333,64.3,249,-0.029,255,0.3771,264,95,331,99.7,114,0.612,59
345,Lamar,Slnd,3/28/2013,0.0458,82.4,345,110.8,318,70.4,20,+.023,116,0.4321,213,99.5,218,102.2,218,0.6083,66
346,New Orleans,ind,8/18/2013,0.0438,84,341,113.5,336,70.9,10,+.042,67,0.3285,312,96.6,320,103.5,279,0.3285,323
347,Grambling,SWAC,0-28,0.0044,73.4,347,124.5,347,64.3,247,-0.014,223,0.2687,340,94.5,337,104.2,309,0.6113,61
